asset_code,source_turbine,started_at,ended_at,duration,source_status,severity,source_code,event_code,message,iec_category,external_event_id
PEN-T01,01,2023-02-16T16:10:45.000Z,2023-02-16T16:11:33.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-16T16:10:45.000Z:10
PEN-T01,01,2023-02-16T16:10:45.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-16T16:10:45.000Z:100070
PEN-T01,01,2023-02-16T16:11:33.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-16T16:11:33.000Z:100130
PEN-T01,01,2023-02-16T16:35:54.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-16T16:35:54.000Z:100180
PEN-T01,01,2023-02-16T16:38:03.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-16T16:38:03.000Z:100190
PEN-T01,01,2023-02-16T16:38:14.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-16T16:38:14.000Z:100200
PEN-T01,01,2023-02-16T16:38:44.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-16T16:38:44.000Z:100210
PEN-T01,01,2023-02-17T04:19:08.000Z,2023-02-17T04:29:46.000Z,00:10:38,Stop,warning,64,PEN-64,"Max. wind speed",Out of Environmental Specification,01:2023-02-17T04:19:08.000Z:64
PEN-T01,01,2023-02-17T04:19:08.000Z,,,Informational,info,100060,PEN-100060,"Brake program 52",Full Performance,01:2023-02-17T04:19:08.000Z:100060
PEN-T01,01,2023-02-17T04:29:46.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-17T04:29:46.000Z:100130
PEN-T01,01,2023-02-17T04:31:48.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-17T04:31:48.000Z:100180
PEN-T01,01,2023-02-17T04:33:17.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-17T04:33:17.000Z:100190
PEN-T01,01,2023-02-17T04:33:28.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-17T04:33:28.000Z:100200
PEN-T01,01,2023-02-17T04:33:58.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-17T04:33:58.000Z:100210
PEN-T01,01,2023-02-17T04:34:36.000Z,2023-02-17T05:13:20.000Z,00:38:44,Stop,warning,64,PEN-64,"Max. wind speed",Out of Environmental Specification,01:2023-02-17T04:34:36.000Z:64
PEN-T01,01,2023-02-17T04:34:36.000Z,,,Informational,info,100060,PEN-100060,"Brake program 52",Full Performance,01:2023-02-17T04:34:36.000Z:100060
PEN-T01,01,2023-02-17T05:13:20.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-17T05:13:20.000Z:100130
PEN-T01,01,2023-02-17T05:15:29.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-17T05:15:29.000Z:100180
PEN-T01,01,2023-02-17T05:17:09.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-17T05:17:09.000Z:100190
PEN-T01,01,2023-02-17T05:17:20.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-17T05:17:20.000Z:100200
PEN-T01,01,2023-02-17T05:17:50.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-17T05:17:50.000Z:100210
PEN-T01,01,2023-02-17T05:19:13.000Z,2023-02-17T06:32:59.000Z,01:13:46,Stop,warning,64,PEN-64,"Max. wind speed",Out of Environmental Specification,01:2023-02-17T05:19:13.000Z:64
PEN-T01,01,2023-02-17T05:19:13.000Z,,,Informational,info,100060,PEN-100060,"Brake program 52",Full Performance,01:2023-02-17T05:19:13.000Z:100060
PEN-T01,01,2023-02-17T06:32:59.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-17T06:32:59.000Z:100130
PEN-T01,01,2023-02-17T06:35:00.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-17T06:35:00.000Z:100180
PEN-T01,01,2023-02-17T06:36:33.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-17T06:36:33.000Z:100190
PEN-T01,01,2023-02-17T06:36:44.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-17T06:36:44.000Z:100200
PEN-T01,01,2023-02-17T06:37:14.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-17T06:37:14.000Z:100210
PEN-T01,01,2023-02-17T06:38:09.000Z,2023-02-17T10:04:39.000Z,03:26:30,Stop,warning,64,PEN-64,"Max. wind speed",Out of Environmental Specification,01:2023-02-17T06:38:09.000Z:64
PEN-T01,01,2023-02-17T06:38:09.000Z,,,Informational,info,100060,PEN-100060,"Brake program 52",Full Performance,01:2023-02-17T06:38:09.000Z:100060
PEN-T01,01,2023-02-17T10:04:39.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-17T10:04:39.000Z:100130
PEN-T01,01,2023-02-17T10:06:39.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-17T10:06:39.000Z:100180
PEN-T01,01,2023-02-17T10:07:36.000Z,2023-02-17T10:36:56.000Z,00:29:20,Stop,warning,64,PEN-64,"Max. wind speed",Out of Environmental Specification,01:2023-02-17T10:07:36.000Z:64
PEN-T01,01,2023-02-17T10:07:36.000Z,,,Informational,info,100060,PEN-100060,"Brake program 52",Full Performance,01:2023-02-17T10:07:36.000Z:100060
PEN-T01,01,2023-02-17T10:36:56.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-17T10:36:56.000Z:100130
PEN-T01,01,2023-02-17T10:39:11.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-17T10:39:11.000Z:100180
PEN-T01,01,2023-02-17T10:40:40.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-17T10:40:40.000Z:100190
PEN-T01,01,2023-02-17T10:40:51.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-17T10:40:51.000Z:100200
PEN-T01,01,2023-02-17T10:41:21.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-17T10:41:21.000Z:100210
PEN-T01,01,2023-02-17T10:45:55.000Z,2023-02-17T10:47:35.000Z,00:01:40,Stop,warning,1550,PEN-1550,"Missing gear oil (high rpm)",Forced outage,01:2023-02-17T10:45:55.000Z:1550
PEN-T01,01,2023-02-17T10:45:55.000Z,,,Informational,info,100060,PEN-100060,"Brake program 52",Full Performance,01:2023-02-17T10:45:55.000Z:100060
PEN-T01,01,2023-02-17T10:47:35.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-17T10:47:35.000Z:100130
PEN-T01,01,2023-02-17T10:49:54.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-17T10:49:54.000Z:100180
PEN-T01,01,2023-02-17T10:51:35.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-17T10:51:35.000Z:100190
PEN-T01,01,2023-02-17T10:51:46.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-17T10:51:46.000Z:100200
PEN-T01,01,2023-02-17T10:52:16.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-17T10:52:16.000Z:100210
PEN-T01,01,2023-02-17T21:18:01.000Z,2023-02-17T21:18:48.000Z,00:00:47,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-17T21:18:01.000Z:10
PEN-T01,01,2023-02-17T21:18:01.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-17T21:18:01.000Z:100070
PEN-T01,01,2023-02-17T21:18:48.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-17T21:18:48.000Z:100130
PEN-T01,01,2023-02-17T21:24:06.000Z,,,Informational,info,0,PEN-0,"System OK",Full Performance,01:2023-02-17T21:24:06.000Z:0
PEN-T01,01,2023-02-17T22:28:50.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-17T22:28:50.000Z:100180
PEN-T01,01,2023-02-17T22:30:17.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-17T22:30:17.000Z:100190
PEN-T01,01,2023-02-17T22:30:28.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-17T22:30:28.000Z:100200
PEN-T01,01,2023-02-17T22:30:58.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-17T22:30:58.000Z:100210
PEN-T01,01,2023-02-18T08:08:14.000Z,2023-02-18T08:10:32.000Z,00:02:18,Stop,warning,710,PEN-710,"Battery test",Technical Standby,01:2023-02-18T08:08:14.000Z:710
PEN-T01,01,2023-02-18T08:08:14.000Z,,,Informational,info,100030,PEN-100030,"Brake program 180",Technical Standby,01:2023-02-18T08:08:14.000Z:100030
PEN-T01,01,2023-02-18T08:10:32.000Z,,,Informational,info,0,PEN-0,"System OK",Full Performance,01:2023-02-18T08:10:32.000Z:0
PEN-T01,01,2023-02-18T08:10:32.000Z,,,Informational,info,100110,PEN-100110,"Bypass limit switches",Full Performance,01:2023-02-18T08:10:32.000Z:100110
PEN-T01,01,2023-02-18T08:10:36.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-18T08:10:36.000Z:100130
PEN-T01,01,2023-02-18T08:13:01.000Z,,,Informational,info,100140,PEN-100140,"System test 1",Technical Standby,01:2023-02-18T08:13:01.000Z:100140
PEN-T01,01,2023-02-18T08:13:09.000Z,,,Informational,info,100150,PEN-100150,"System test 2",Technical Standby,01:2023-02-18T08:13:09.000Z:100150
PEN-T01,01,2023-02-18T08:13:24.000Z,,,Informational,info,100160,PEN-100160,"System test 3",Technical Standby,01:2023-02-18T08:13:24.000Z:100160
PEN-T01,01,2023-02-18T08:13:39.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-18T08:13:39.000Z:100180
PEN-T01,01,2023-02-18T08:15:49.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-18T08:15:49.000Z:100190
PEN-T01,01,2023-02-18T08:16:00.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-18T08:16:00.000Z:100200
PEN-T01,01,2023-02-18T08:16:30.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-18T08:16:30.000Z:100210
PEN-T01,01,2023-02-18T11:40:29.000Z,2023-02-18T11:41:16.000Z,00:00:47,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-18T11:40:29.000Z:10
PEN-T01,01,2023-02-18T11:40:29.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-18T11:40:29.000Z:100070
PEN-T01,01,2023-02-18T11:41:16.000Z,,,Informational,info,0,PEN-0,"System OK",Full Performance,01:2023-02-18T11:41:16.000Z:0
PEN-T01,01,2023-02-18T11:41:16.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-18T11:41:16.000Z:100130
PEN-T01,01,2023-02-18T14:11:26.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-18T14:11:26.000Z:100180
PEN-T01,01,2023-02-18T14:12:56.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-18T14:12:56.000Z:100190
PEN-T01,01,2023-02-18T14:13:07.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-18T14:13:07.000Z:100200
PEN-T01,01,2023-02-18T14:13:37.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-18T14:13:37.000Z:100210
PEN-T01,01,2023-02-18T14:19:22.000Z,2023-02-18T14:20:10.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-18T14:19:22.000Z:10
PEN-T01,01,2023-02-18T14:19:22.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-18T14:19:22.000Z:100070
PEN-T01,01,2023-02-18T14:20:10.000Z,,,Informational,info,0,PEN-0,"System OK",Full Performance,01:2023-02-18T14:20:10.000Z:0
PEN-T01,01,2023-02-18T14:20:10.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-18T14:20:10.000Z:100130
PEN-T01,01,2023-02-18T14:23:05.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-18T14:23:05.000Z:100180
PEN-T01,01,2023-02-18T14:24:37.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-18T14:24:37.000Z:100190
PEN-T01,01,2023-02-18T14:24:48.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-18T14:24:48.000Z:100200
PEN-T01,01,2023-02-18T14:25:18.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-18T14:25:18.000Z:100210
PEN-T01,01,2023-02-18T14:33:13.000Z,2023-02-18T14:34:01.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-18T14:33:13.000Z:10
PEN-T01,01,2023-02-18T14:33:13.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-18T14:33:13.000Z:100070
PEN-T01,01,2023-02-18T14:34:01.000Z,,,Informational,info,0,PEN-0,"System OK",Full Performance,01:2023-02-18T14:34:01.000Z:0
PEN-T01,01,2023-02-18T14:34:01.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-18T14:34:01.000Z:100130
PEN-T01,01,2023-02-18T14:57:00.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-18T14:57:00.000Z:100180
PEN-T01,01,2023-02-18T14:59:18.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-18T14:59:18.000Z:100190
PEN-T01,01,2023-02-18T14:59:29.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-18T14:59:29.000Z:100200
PEN-T01,01,2023-02-18T14:59:59.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-18T14:59:59.000Z:100210
PEN-T01,01,2023-02-18T15:18:16.000Z,2023-02-18T15:19:03.000Z,00:00:47,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-18T15:18:16.000Z:10
PEN-T01,01,2023-02-18T15:18:16.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-18T15:18:16.000Z:100070
PEN-T01,01,2023-02-18T15:19:03.000Z,,,Informational,info,0,PEN-0,"System OK",Full Performance,01:2023-02-18T15:19:03.000Z:0
PEN-T01,01,2023-02-18T15:19:03.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-18T15:19:03.000Z:100130
PEN-T01,01,2023-02-18T15:36:48.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-18T15:36:48.000Z:100180
PEN-T01,01,2023-02-18T15:38:23.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-18T15:38:23.000Z:100190
PEN-T01,01,2023-02-18T15:38:34.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-18T15:38:34.000Z:100200
PEN-T01,01,2023-02-18T15:39:04.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-18T15:39:04.000Z:100210
PEN-T01,01,2023-02-18T18:55:53.000Z,2023-02-18T18:56:40.000Z,00:00:47,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-18T18:55:53.000Z:10
PEN-T01,01,2023-02-18T18:55:53.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-18T18:55:53.000Z:100070
PEN-T01,01,2023-02-18T18:56:40.000Z,,,Informational,info,0,PEN-0,"System OK",Full Performance,01:2023-02-18T18:56:40.000Z:0
PEN-T01,01,2023-02-18T18:56:40.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-18T18:56:40.000Z:100130
PEN-T01,01,2023-02-18T19:25:49.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-18T19:25:49.000Z:100180
PEN-T01,01,2023-02-18T19:27:45.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-18T19:27:45.000Z:100190
PEN-T01,01,2023-02-18T19:27:56.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-18T19:27:56.000Z:100200
PEN-T01,01,2023-02-18T19:28:26.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-18T19:28:26.000Z:100210
PEN-T01,01,2023-02-18T19:39:56.000Z,2023-02-18T19:40:43.000Z,00:00:47,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-18T19:39:56.000Z:10
PEN-T01,01,2023-02-18T19:39:56.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-18T19:39:56.000Z:100070
PEN-T01,01,2023-02-18T19:40:43.000Z,,,Informational,info,0,PEN-0,"System OK",Full Performance,01:2023-02-18T19:40:43.000Z:0
PEN-T01,01,2023-02-18T19:40:43.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-18T19:40:43.000Z:100130
PEN-T01,01,2023-02-18T19:46:17.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-18T19:46:17.000Z:100180
PEN-T01,01,2023-02-18T19:48:03.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-18T19:48:03.000Z:100190
PEN-T01,01,2023-02-18T19:48:14.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-18T19:48:14.000Z:100200
PEN-T01,01,2023-02-18T19:48:44.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-18T19:48:44.000Z:100210
PEN-T01,01,2023-02-18T19:53:54.000Z,2023-02-18T19:54:41.000Z,00:00:47,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-18T19:53:54.000Z:10
PEN-T01,01,2023-02-18T19:53:54.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-18T19:53:54.000Z:100070
PEN-T01,01,2023-02-18T19:54:41.000Z,,,Informational,info,0,PEN-0,"System OK",Full Performance,01:2023-02-18T19:54:41.000Z:0
PEN-T01,01,2023-02-18T19:54:41.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-18T19:54:41.000Z:100130
PEN-T01,01,2023-02-18T19:58:49.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-18T19:58:49.000Z:100180
PEN-T01,01,2023-02-18T20:00:13.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-18T20:00:13.000Z:100190
PEN-T01,01,2023-02-18T20:00:24.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-18T20:00:24.000Z:100200
PEN-T01,01,2023-02-18T20:00:54.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-18T20:00:54.000Z:100210
PEN-T01,01,2023-02-19T01:44:17.000Z,2023-02-19T01:45:04.000Z,00:00:47,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-19T01:44:17.000Z:10
PEN-T01,01,2023-02-19T01:44:17.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-19T01:44:17.000Z:100070
PEN-T01,01,2023-02-19T01:45:04.000Z,,,Informational,info,0,PEN-0,"System OK",Full Performance,01:2023-02-19T01:45:04.000Z:0
PEN-T01,01,2023-02-19T01:45:04.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-19T01:45:04.000Z:100130
PEN-T01,01,2023-02-19T01:48:27.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-19T01:48:27.000Z:100180
PEN-T01,01,2023-02-19T01:49:47.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-19T01:49:47.000Z:100190
PEN-T01,01,2023-02-19T01:49:58.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-19T01:49:58.000Z:100200
PEN-T01,01,2023-02-19T01:50:28.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-19T01:50:28.000Z:100210
PEN-T01,01,2023-02-19T05:18:38.000Z,2023-02-19T05:19:26.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-19T05:18:38.000Z:10
PEN-T01,01,2023-02-19T05:18:38.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-19T05:18:38.000Z:100070
PEN-T01,01,2023-02-19T05:19:26.000Z,,,Informational,info,0,PEN-0,"System OK",Full Performance,01:2023-02-19T05:19:26.000Z:0
PEN-T01,01,2023-02-19T05:19:26.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-19T05:19:26.000Z:100130
PEN-T01,01,2023-02-19T05:42:40.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-19T05:42:40.000Z:100180
PEN-T01,01,2023-02-19T05:43:44.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-19T05:43:44.000Z:100190
PEN-T01,01,2023-02-19T05:43:55.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-19T05:43:55.000Z:100200
PEN-T01,01,2023-02-19T05:44:25.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-19T05:44:25.000Z:100210
PEN-T01,01,2023-02-19T21:23:18.000Z,2023-03-23T14:41:42.000Z,761:18:24,Warning,warning,5000,PEN-5000,"Breakdown obstacle light",Full Performance,01:2023-02-19T21:23:18.000Z:5000
PEN-T01,01,2023-02-21T07:25:29.000Z,2023-02-21T07:26:17.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-21T07:25:29.000Z:10
PEN-T01,01,2023-02-21T07:25:29.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-21T07:25:29.000Z:100070
PEN-T01,01,2023-02-21T07:26:17.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-21T07:26:17.000Z:100130
PEN-T01,01,2023-02-21T07:37:16.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-21T07:37:16.000Z:100180
PEN-T01,01,2023-02-21T07:38:44.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-21T07:38:44.000Z:100190
PEN-T01,01,2023-02-21T07:38:55.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-21T07:38:55.000Z:100200
PEN-T01,01,2023-02-21T07:39:25.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-21T07:39:25.000Z:100210
PEN-T01,01,2023-02-21T20:10:07.000Z,2023-02-21T20:10:54.000Z,00:00:47,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-21T20:10:07.000Z:10
PEN-T01,01,2023-02-21T20:10:07.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-21T20:10:07.000Z:100070
PEN-T01,01,2023-02-21T20:10:54.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-21T20:10:54.000Z:100130
PEN-T01,01,2023-02-21T20:14:06.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-21T20:14:06.000Z:100180
PEN-T01,01,2023-02-21T20:15:02.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-21T20:15:02.000Z:100190
PEN-T01,01,2023-02-21T20:15:13.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-21T20:15:13.000Z:100200
PEN-T01,01,2023-02-21T20:15:43.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-21T20:15:43.000Z:100210
PEN-T01,01,2023-02-21T20:34:47.000Z,2023-02-21T20:35:35.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-21T20:34:47.000Z:10
PEN-T01,01,2023-02-21T20:34:47.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-21T20:34:47.000Z:100070
PEN-T01,01,2023-02-21T20:35:35.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-21T20:35:35.000Z:100130
PEN-T01,01,2023-02-21T20:42:43.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-21T20:42:43.000Z:100180
PEN-T01,01,2023-02-21T20:43:48.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-21T20:43:48.000Z:100190
PEN-T01,01,2023-02-21T20:43:59.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-21T20:43:59.000Z:100200
PEN-T01,01,2023-02-21T20:44:29.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-21T20:44:29.000Z:100210
PEN-T01,01,2023-02-21T21:14:54.000Z,2023-02-21T21:15:42.000Z,00:00:48,Informational,info,10,PEN-10,"Wind < start wind",Out of Environmental Specification,01:2023-02-21T21:14:54.000Z:10
PEN-T01,01,2023-02-21T21:14:54.000Z,,,Informational,info,100070,PEN-100070,"Brake program 50",Out of Environmental Specification,01:2023-02-21T21:14:54.000Z:100070
PEN-T01,01,2023-02-21T21:15:42.000Z,,,Informational,info,100130,PEN-100130,"Automatic start-up",Full Performance,01:2023-02-21T21:15:42.000Z:100130
PEN-T01,01,2023-02-21T21:22:58.000Z,,,Informational,info,100180,PEN-100180,"Run-up",Technical Standby,01:2023-02-21T21:22:58.000Z:100180
PEN-T01,01,2023-02-21T21:24:38.000Z,,,Informational,info,100190,PEN-100190,"Mains connection",Full Performance,01:2023-02-21T21:24:38.000Z:100190
PEN-T01,01,2023-02-21T21:24:49.000Z,,,Informational,info,100200,PEN-100200,"Mains run-up",Full Performance,01:2023-02-21T21:24:49.000Z:100200
PEN-T01,01,2023-02-21T21:25:19.000Z,,,Informational,info,100210,PEN-100210,"Mains operation",Full Performance,01:2023-02-21T21:25:19.000Z:100210
